title,tags
Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel. Adventure Fantasy Action Science Fiction saving_the_world dc_comics invulnerability sequel superhero based_on_comic_book kryptonite super_powers superhuman_strength lex_luthor Brandon_Routh Kevin_Spacey Kate_Bosworth James_Marsden Parker_Posey Frank_Langella Sam_Huntington Eva_Marie_Saint Marlon_Brando Kal_Penn Tristan_Lake_Leabu David_Fabrizio Ian_Roberts Vincent_Stone Jack_Larson Noel_Neill Keegan_Joyce Jordana_Beatty Bryan_Singer"
Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined. Adventure Action Thriller Crime killing undercover secret_agent british_secret_service Daniel_Craig Olga_Kurylenko Mathieu_Amalric Judi_Dench Giancarlo_Giannini Gemma_Arterton Jeffrey_Wright David_Harbour Jesper_Christensen Anatole_Taubman Rory_Kinnear Tim_Pigott-Smith Joaquín_Cosio Glenn_Foster Paul_Ritter Stana_Katic Lucrezia_Lante_della_Rovere Neil_Jackson Oona_Chaplin Rachel_McDowall Gustavo_Nanez Mark_Wakeling Sarah_Hadland David_Decio Aaron_King Alexandra_Prusa Brandon_Jovanovich Alexandre_Krawetz Fernando_Guillén_Cuervo Jesús_Ochoa Simon_Kassianides Brendan_O'Hea Marc_Forster"
Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation. Adventure Fantasy Action witch fortune_teller bondage exotic_island monster captain card_game east_india_trading_company compass ship daughter pirate swashbuckler aftercreditsstinger Johnny_Depp Orlando_Bloom Keira_Knightley Stellan_Skarsgård Bill_Nighy Jack_Davenport Kevin_McNally Jonathan_Pryce Lee_Arenberg Mackenzie_Crook Tom_Hollander Naomie_Harris David_Bailie Martin_Klebba David_Schofield Alex_Norton Geoffrey_Rush Dermot_Keaney Andy_Beckwith Clive_Ashborn Reggie_Lee Christopher_Adamson Jonathan_Linsley John_Boswall Max_Baker Steve_Speirs Lauren_Maher Vanessa_Branch Luke_de_Woolfson Jonathan_Kite Ho-Kwan_Tse Peter_Donald_Badalamenti_II Christopher_S._Capp Gore_Verbinski"
The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice. Action Adventure Western texas horse survivor texas_ranger partner outlaw escape lawyer train lone_ranger comanche the_lone_ranger tonto Johnny_Depp Armie_Hammer William_Fichtner Helena_Bonham_Carter James_Badge_Dale Tom_Wilkinson Ruth_Wilson Barry_Pepper James_Frain Mason_Cook Matt_O'Leary Leon_Rippy Harry_Treadaway Damon_Herriman W._Earl_Brown Gil_Birmingham Saginaw_Grant Stephen_Brodie Matthew_Page Nick_W._Nicholson Bryant_Prince JD_Cullum Joaquín_Cosio Timothy_V._Murphy Damon_Carney Kevin_Wiggins Chad_Brummett Robert_Baker Lew_Temple Stephen_Root Randy_Oglesby Brad_Greenquist Rance_Howard Leonard_Earl_Howze Travis_Hammer Steve_Corona Jack_Axelrod Christopher_Hagen Freda_Foh_Shen Margaret_Bowman Luz_P._Mendez Laina_Loucks Devon_J._Adams Desirae_Anslover Charlotte_Cormier Megan_Pribyl Briana_Van_Schuyver Julie_Stracener Chad_Randall Jason_E._Hill Beth_Bailey Joanne_Camp Bob_Rumnock Tait_Fletcher Alex_Knight Argos_MacCallum Pokey_Lafarge Joey_Glynn Adam_Hoskins Ryan_Koenig Gore_Verbinski"
Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind. Action Adventure Fantasy Science Fiction saving_the_world dc_comics superhero based_on_comic_book superhuman alien_invasion reboot super_powers dc_extended_universe Henry_Cavill Amy_Adams Michael_Shannon Kevin_Costner Diane_Lane Russell_Crowe Laurence_Fishburne Antje_Traue Christopher_Meloni Jadin_Gould Tahmoh_Penikett Ayelet_Zurer Richard_Schiff Dylan_Sprayberry Michael_Kelly Carla_Gugino Richard_Cetrone Mackenzie_Gray Julian_Richings Mary_Black Samantha_Jo Rebecca_Buller Christina_Wren David_Lewis Doug_Abrahams Brad_Kelly Alessandro_Juliani Jack_Foley Robert_Gerdisch Harry_Lennix Jacqueline_Scislowski Sean_Campbell Raj_Lal Zack_Snyder"
The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir. Adventure Family Fantasy based_on_novel fictional_place brother_sister_relationship lion human_being wretch leap_in_time matter_of_life_and_death faith uncle narnia fantasy_world Ben_Barnes William_Moseley Anna_Popplewell Skandar_Keynes Georgie_Henley Sergio_Castellitto Alicia_Borrachero Peter_Dinklage Warwick_Davis Vincent_Grass Pierfrancesco_Favino Damián_Alcázar Simón_Andreu Predrag_Bjelac Shane_Rangi Cornell_John Liam_Neeson Ken_Stott Tilda_Swinton Eddie_Izzard Klára_Issová Andrew_Adamson"
The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins! Science Fiction Action Adventure new_york shield marvel_comic superhero based_on_comic_book alien_invasion superhero_team aftercreditsstinger duringcreditsstinger marvel_cinematic_universe Robert_Downey_Jr. Chris_Evans Mark_Ruffalo Chris_Hemsworth Scarlett_Johansson Jeremy_Renner Tom_Hiddleston Clark_Gregg Cobie_Smulders Stellan_Skarsgård Samuel_L._Jackson Gwyneth_Paltrow Paul_Bettany Jenny_Agutter Walter_Perez Powers_Boothe Stan_Lee Arthur_Darbinyan Donald_Li Ashley_Johnson Harry_Dean_Stanton Alicia_Sixtos Dieter_Riesle Jamie_McShane Jeff_Wolfe Jerzy_Skolimowski Maximiliano_Hernández Alexis_Denisof James_Eckhouse Enver_Gjokaj Damion_Poitier Tina_Benko Kirill_Nikiforov M'laah_Kaur_Singh Rashmi_Rustagi Warren_Kole Jesse_Garcia Kenneth_Tigar Josh_Cowdery Katsumi_Komatsu Yumiko_Komatsu Momoko_Komatsu Robert_Clohessy Fernanda_Toker Andrea_Vecchio Robin_Swoboda Brent_McGee Michael_Zhang William-Christopher_Stephens Kelley_Robins Romy_Rosemont Pat_Kiernan Thomas_Roberts Jillian_Morgese Catherine_Anderson Ricardo_Andres Logan_Bennett Mayank_Bhatter Sharita_Bone Jason_Botsford Mary_Kate_Campbell Gene_N._Chavez Layla_Cushman Robert_Dean Rick_Dremann Jeffrey_Feingold Lou_Ferrigno Rod_Fielder Eric_Frank Israel_Hall Carmen_Dee_Harris Alexander_Christopher_Jones Mike_Karban Demoine_Kinney Andrew_Knode Annette_Lawless Kimberly_J._Mahoney Todd_Manes Jorge_Mardel Tiffany_Sander_McKenzie Michael_McMillan Sean_Meehan Joti_Nagra Holly_Neelie Caleb_Daniel_Noal Joseph_O'Brien Jeremy_Orr Nate_Paige Martin_Palmer Maria_Perossa Caleb_Pieplow Alexander_Daniel_Pimentel Frank_Powers Jaime_Powers Brent_Reichert Kelly_Ruble Gina_Sarno Robert_B._Schneider_IV Jeff_Seich Christina_Shaffer Alonda_Shevette Douglas_Slygh Colin_Strause Robert_P._Thitoff George_Thomas Shane_Thompson Jerry_Lee_Tucker Tai_Urban Chris_Vaina Sandra_Weston Seth_Zielicke Alex_DeCourville Debbie_Scaletta Andrea-Nichole_Olivas Tina_Grimm Joss_Whedon"
Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past. Adventure Action Fantasy sea captain mutiny sword prime_minister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d Johnny_Depp Penélope_Cruz Ian_McShane Kevin_McNally Geoffrey_Rush Sam_Claflin Astrid_Bergès-Frisbey Stephen_Graham Greg_Ellis Damian_O'Hare Óscar_Jaenada Richard_Griffiths Keith_Richards Gemma_Ward Judi_Dench Ian_Mercer Robbie_Kay Christopher_Fairbank Yuki_Matsuzaki Steve_Evets Bronson_Webb Derek_Mears Deobia_Oparei Sebastian_Armesto Anton_Lesser Roger_Allam Paul_Bazely Richard_Thomson Danny_Le_Boyer Alan_J._Utley-Moore Luke_Roberts Emilia_Jones Sanya_Hughes LeJon Siegfried_Peters Rob_Marshall"
Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind. Action Comedy Science Fiction time_travel time_machine alien fictional_government_agency seeing_the_future changing_history Will_Smith Tommy_Lee_Jones Josh_Brolin Michael_Stuhlbarg Emma_Thompson Jemaine_Clement Nicole_Scherzinger Alice_Eve Bill_Hader Michael_Chernus David_Rasche Keone_Young Cayen_Martin Mike_Colter Mela_Hudson Will_Arnett Kelvin_Davis Dan_Bittner Barry_Sonnenfeld"
The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands. Action Adventure Fantasy corruption elves dwarves orcs middle-earth_(tolkien) hobbit dragon battle unlikely_friendship epic_battle sword_and_sorcery Martin_Freeman Ian_McKellen Richard_Armitage Ken_Stott Graham_McTavish William_Kircher James_Nesbitt Stephen_Hunter Dean_O'Gorman Aidan_Turner John_Callen Peter_Hambleton Jed_Brophy Mark_Hadlow Adam_Brown Orlando_Bloom Evangeline_Lilly Lee_Pace Cate_Blanchett Hugo_Weaving Christopher_Lee Ian_Holm Mikael_Persbrandt Sylvester_McCoy Luke_Evans Stephen_Fry John_Bell Ryan_Gage Peggy_Nesbitt Mary_Nesbitt Manu_Bennett John_Tui Billy_Connolly Benedict_Cumberbatch Kelly_Kilgour Sarah_Peirse Nick_Blake Simon_London Conan_Stevens Allan_Smith Miranda_Harcourt Thomasin_McKenzie Peter_Jackson"
The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero. Action Adventure Fantasy loss_of_father vigilante serum marvel_comic scientific_experiment spider_bite masked_vigilante reboot super_powers genetic_engineering social_outcast duringcreditsstinger Andrew_Garfield Emma_Stone Rhys_Ifans Denis_Leary Campbell_Scott Irrfan_Khan Martin_Sheen Sally_Field Max_Charles Chris_Zylka Embeth_Davidtz Leif_Gantvoort Hannah_Marks Kelsey_Asbille C._Thomas_Howell Stan_Lee Michael_Massee Michael_Papajohn Kari_Coleman Charlie_DePew Skyler_Gisondo Jacob_Rodier Jake_Keiffer Kevin_McCorkle Barbara_Eve_Harris Danielle_Burgio Michael_Barra Andy_Pessoa Andy_Gladbach Ring_Hendricks-Tellefsen Tom_Waite Keith_Campbell Steve_DeCastro James_Chen Alexander_Bedria John_Burke Jill_Flint Mark_Daugherty Milton_González Vincent_Laresca Damien_Lemon Ty_Upshaw Tia_Texada Jay_Caputo Terry_Bozeman Jennifer_Lyons Amber_Stevens Zoey_Deutch Jody_Cosgrove-Kao Max_Bogner Ethan_Cohn Miles_Elliot Miranda_LaDawn_Hill Amanda_MacDonald Maury_Morgan Amy_Novondo Kristin_Quick Marc_Webb"
Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey. Action Adventure robin_hood archer knight sherwood_forest bow_and_arrow middle_ages medieval king_of_england Russell_Crowe Cate_Blanchett Max_von_Sydow William_Hurt Mark_Strong Oscar_Isaac Danny_Huston Eileen_Atkins Mark_Addy Matthew_Macfadyen Kevin_Durand Scott_Grimes Alan_Doyle Douglas_Hodge Léa_Seydoux Jonathan_Zaccaï Robert_Pugh Gerard_McSorley Velibor_Topic Ciaran_Flynn Simon_McBurney Mark_Lewis_Jones Bronson_Webb Denis_Ménochet Ruby_Bentall Jessica_Raine John_Nicholas Roy_Holder Denise_Gough Luke_Evans Arthur_Darvill Giannina_Facio Ralph_Ineson Jake_Curran Ridley_Scott"
The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug. Adventure Fantasy elves dwarves orcs hobbit dragon wizard sword_and_sorcery Martin_Freeman Ian_McKellen Richard_Armitage Ken_Stott Graham_McTavish William_Kircher James_Nesbitt Stephen_Hunter Dean_O'Gorman Aidan_Turner Benedict_Cumberbatch Lee_Pace Luke_Evans Evangeline_Lilly Orlando_Bloom Mikael_Persbrandt Manu_Bennett Stephen_Fry John_Bell Sylvester_McCoy Terry_Notary Peter_Hambleton Cate_Blanchett Stephen_Colbert Jed_Brophy Sarah_Peirse Mary_Nesbitt Peggy_Nesbitt Mark_Hadlow John_Callen Adam_Brown Ben_Mitchell Peter_Jackson"
The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny. Adventure Fantasy england compass experiment lordship uncle polar_bear orphan animal based_on_young_adult_novel Dakota_Blue_Richards Nicole_Kidman Daniel_Craig Sam_Elliott Eva_Green Freddie_Highmore Ian_McKellen Ben_Walker Ian_McShane Kristin_Scott_Thomas Kathy_Bates Jim_Carter Tom_Courtenay Christopher_Lee Simon_McBurney Jack_Shepherd Magda_Szubanski Derek_Jacobi Clare_Higgins Charlie_Rowe Steven_Loton Michael_Antoniou Mark_Mottram Hattie_Morahan Jason_Watkins Sam_Hoare Brian_Nickels Thomas_Arnold Helen_Soraya Chris_Weitz"
King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady. Adventure Drama Action film_business screenplay show_business film_making film_producer exotic_island monster indigenous ship dinosaur Naomi_Watts Jack_Black Adrien_Brody Thomas_Kretschmann Colin_Hanks Andy_Serkis Evan_Parke Jamie_Bell Lobo_Chan John_Sumner Craig_Hall Kyle_Chandler William_Johnson David_Pittu Mark_Hadlow Geraldine_Brophy David_Dennis Pip_Mushin Jim_Knobeloch Ric_Herbert Lee_Donahue Tom_Hobbs Tiriel_Mora Jed_Brophy John_Wraight William_Wallace Frank_Edwards Crawford_Thomson Richard_Kavanagh Stephen_Hall Joe_Folau Chic_Littlewood Samuel_Taylor Peter_Jackson"
Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning. Drama Romance Thriller shipwreck iceberg ship panic titanic ocean_liner epic rich_woman_-_poor_man love disaster tragic_love class_differences imax star_crossed_lovers steerage salvage rich_snob 3d 1910s Kate_Winslet Leonardo_DiCaprio Frances_Fisher Billy_Zane Kathy_Bates Gloria_Stuart Bill_Paxton Bernard_Hill David_Warner Victor_Garber Jonathan_Hyde Suzy_Amis Lewis_Abernathy Nicholas_Cascone Danny_Nucci Jason_Barry Lew_Palter Eric_Braeden Bernard_Fox Ewan_Stewart Ioan_Gruffudd Jonny_Phillips Edward_Fletcher Scott_G._Anderson Martin_East Gregory_Cooke Alexandrea_Owens Seth_Adkins Michael_Ensign Anatoly_M._Sagalevitch Martin_Hub Mark_Lindsay_Chapman Richard_Graham Paul_Brightwell Ron_Donachie Charlotte_Chatton Fannie_Brett Jenette_Goldstein Camilla_Overbye_Roos Linda_Kerns Amy_Gaipa Martin_Jarvis Rosalind_Ayres Rochelle_Rose Jonathan_Evans-Jones Brian_Walsh Rocky_Taylor Craig_Kelly Liam_Tuohy Simon_Crane James_Lancaster Elsa_Raven Reece_P._Thompson_III Laramie_Landis Mark_Rafael_Truitt John_Walcutt Terry_Forrestal Derek_Lea Richard_Ashton Sean_Nepita Brendan_Connolly David_Cronnelly Garth_Wilton Richard_Fox Nick_Meaney Kevin_Owers Mark_Capri Marc_Cass Paul_Herbert Emmett_James Chris_Byrne Oliver_Page James_Garrett Erik_Holland Erik_Holland Jari_Kinnunen Anders_Falk Barry_Dennen Vern_Urich Rebecca_Klingler Tricia_O'Neil Kathleen_S._Dunn Romeo_Francis Mandana_Marino Van_Ling Bjørn_Olsen Dan_Pettersson Shay_Duffin Greg_Ellis Diana_Morgan Kris_Andersson Bobbie_Bates Aaron_James_Cash Anne_Fletcher Edmond_Alan_Forsyth Andie_Hicks Scott_Hislop Stan_Mazin Lisa_Ratzin Julene_Renee Brian_Baines Ellie_Bensinger Alexandra_Boyd Mike_Butters James_Cameron Bruno_Campolo Chris_Cragnotti Kevyn_Currie Kevin_De_La_Noy Thomas_Fiss Griffin_Howell Sean_Howse Tony_Kenny Bret_Aaron_Knower George_Kosty_III George_Kosty_Jr. Geoffrey_C._Kosty Gregory_Charles_Kosty Sean_Lawlor John_Leonhardt Miguel_A._Lomelin Don_Lynch Johnny_Martin Ryan_McClurkin Meghan_McLeod Mike_O'Neal Julian_Oros Phil_Parlapiano Judy_Prestininzi Steven_Quale Olivia_Rosewood John_Slade Stephen_Wolfe_Smith R._Gern_Trowbridge Francisco_Váldez Lucie_Zolcerova James_Cameron"
Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies. Adventure Action Science Fiction civil_war war marvel_comic sequel superhero based_on_comic_book imax aftercreditsstinger duringcreditsstinger marvel_cinematic_universe 3d Chris_Evans Robert_Downey_Jr. Scarlett_Johansson Sebastian_Stan Anthony_Mackie Don_Cheadle Jeremy_Renner Chadwick_Boseman Paul_Bettany Elizabeth_Olsen Paul_Rudd Emily_VanCamp Tom_Holland Frank_Grillo William_Hurt Daniel_Brühl John_Slattery Kerry_Condon Martin_Freeman Marisa_Tomei John_Kani Hope_Davis Gene_Farber Florence_Kasumba Alfre_Woodard Jim_Rash Stan_Lee Joe_Russo Damion_Poitier Michael_A._Cook Laughton_Parchment Jackson_Spidell Yi_Long Heidi_Moneymaker Aaron_Toney Cale_Schultz Ann_Russo Cornell_John Sven_Hönig Joshua_Peck Brent_McGee Be_Satrazemis Blair_Jasin Oli_Bigalke Rafael_Banasik David_de_Vries John_Curran Katie_Amess Austin_Sanders Brett_Gentile Matthew_Anderson Andrew_Botchwey Chase_Bradfield Ernest_Charles Hendricks_Coates Ethan_Condon Shen_Dynes Nathaniel_Ellis Jariah_Ferguson Evan_Ffrench Justin_Freeman Ralphael_Grand'Pierre Julian_Grimes Aaron_Hayes Austin_Hooper Amiri_Jones Myles_Joseph Stephen_Lewis Jacob_Ludwick D'Mahrei_McRae Ashwin_Mudaliar Eli_Ollinger Parker_Pape Daniel_Parada Jonah_Ruffin Darryl_Sampson Cameron_Sardone Stanley_Sellers Miles_Selles Jacob_Sung Caden_Wilkinson Kim_Scar Jessica_Walther-Gabory Beniamino_Brogi Silvina_Buchbauer Henry_Amadi Ugochukwu_Ani Michael_Anthony_Rogers Umar_Khan David_Brown Guy_Fernandez Sophia_Russo Amelia_Morck Julianna_Guill Surely_Alvelo Brian_Schaeffer Kevin_LaRosa_Jr. Al_Cerullo Frédéric_North Ray_Sahetapy Anthony_Russo"
Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him. Thriller Action Adventure Science Fiction fight u.s._navy mind_reading hong_kong soccer scientist fictional_war naval armada battleship naval_combat jds_myoko lost_communication taser buoy communications_expert joint_chiefs_of_staff crash_landing jet_fighter_pilot navy_lieutenant permission_to_marry uss_john_paul_jones based_on_board_game aftercreditsstinger mighty_mo uss_missouri Taylor_Kitsch Alexander_Skarsgård Rihanna Brooklyn_Decker Tadanobu_Asano Liam_Neeson Gregory_D._Gadson Hamish_Linklater Jesse_Plemons John_Tui Jerry_Ferrara David_Jensen Peter_Berg Adam_Godley Rico_McClinton Joji_Yoshida Stephen_Bishop Austin_Naulty James_Rawlings Dustin_J._Reno Rick_Hoffman Gary_Grubbs Rami_Malek Peter_MacNicol Louis_Lombardi Jordan_Kirkwood Doug_Penty Carson_Aune Josh_Pence Lloyd_Pitts Michelle_Arthur Natalia_Castellanos Leni_Ito Jackie_Johnson Kerry_Cahill Norman_Vincent_McLafferty Dante_Jimenez Daven_Arce Ralph_Richardson Biunca_Love Kyle_Russell_Clements Yutaka_Takeuchi John_A_Weaver Dane_Justman Drew_Rausch Bill_Stinchcomb Peter_Berg"
Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond. Action Adventure Science Fiction Thriller monster dna tyrannosaurus_rex velociraptor island sequel suspense disaster escape dinosaur amusement_park animal_attack theme_park jurassic_park 3d animal_horror Chris_Pratt Bryce_Dallas_Howard Irrfan_Khan Vincent_D'Onofrio Nick_Robinson Ty_Simpkins Jake_Johnson Omar_Sy BD_Wong Judy_Greer Lauren_Lapkus Brian_Tee Katie_McGrath Andy_Buckley Eric_Edelstein Jimmy_Fallon James_DuMont Matt_Burke Anna_Talakkottur Colin_Trevorrow Courtney_J._Clark Kelly_Washington Matthew_Cardarople Chad_Randall Yvonne_Angulo Chloe_Perrin Erika_Erica Tiffany_Forest Colin_Trevorrow"
Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves. Action Adventure Thriller spy secret_agent sociopath killer art_gallery british_secret_service istanbul_turkey imax uzi booby_trap impersonating_a_police_officer macao Daniel_Craig Judi_Dench Javier_Bardem Ralph_Fiennes Naomie_Harris Bérénice_Marlohe Albert_Finney Ben_Whishaw Rory_Kinnear Ola_Rapace Helen_McCrory Nicholas_Woodeson Bill_Buckhurst Elize_du_Toit Ian_Bonar Tonia_Sotiropoulou Wolf_Blitzer Jens_Hultén Anthony_O'Donnell Jo_Cameron_Brown Peter_Basham Ben_Loyd-Holmes Orion_Lee Yennis_Cheung Sam_Mendes"
Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. Action Adventure Fantasy dual_identity love_of_one's_life pizza_boy marvel_comic sequel superhero doctor scientist tentacle death super_villain Tobey_Maguire Kirsten_Dunst James_Franco Alfred_Molina Rosemary_Harris Donna_Murphy J.K._Simmons Daniel_Gillies Dylan_Baker Willem_Dafoe Mageina_Tovah Bruce_Campbell Stan_Lee Scott_Spiegel Joel_McHale Hal_Sparks Donnell_Rawlings Emily_Deschanel Elizabeth_Banks Daniel_Dae_Kim Aasif_Mandvi Joey_Diaz Vanessa_Ferlito Joy_Bryant John_Landis Phil_LaMarr Gregg_Edelman Ted_Raimi Cliff_Robertson Elya_Baskin Bill_Nunn Brent_Briscoe Christine_Estabrook John_Paxton Joanne_Baron Peter_McRobbie Louis_Lombardi Marc_John_Jefferies Reed_Diamond Brendan_Patrick_Connor Dan_Callahan Susie_Park Brianna_Brown Tom_Carey Dan_Hicks Timothy_Patrick_Quill Tony_Campisi Molly_Cheek Kelly_Connell Roshon_Fegan Taylor_Gilbert Timothy_Jerome Elyse_Dinh Bill_E._Rogers Anne_Betancourt Tricia_Peters Tim_Storms Bill_Calvert Peter_Allas Chloe_Dykstra Julia_Max Calvin_Dean Frank_Bonsangue Andre_M._Johnson Peter_Cincotti Peyton_List Spencer_List Troy_Metcalf Scott_Ross Bonnie_Somerville Wesley_Volcy Lou_Volpe David_Boston Garrett_Warren Michael_Arthur Cindy_Cheung Sam_Raimi"
